fra;jour;P_f;P_h;P;T_f;T_h;T;cl_age90
FR;2020-05-13;7;6;13;597;647;1276;09
FR;2020-05-13;21;7;28;855;807;1682;19
FR;2020-05-13;65;41;106;2774;1856;4651;29
FR;2020-05-13;66;43;109;3377;2317;5707;39
FR;2020-05-13;63;41;104;3582;2287;5883;49
FR;2020-05-13;64;53;117;3511;2459;5980;59
FR;2020-05-13;36;54;92;2284;2136;4441;69
FR;2020-05-13;40;48;89;1732;1685;3435;79
FR;2020-05-13;81;40;121;2410;1336;3764;89
FR;2020-05-13;87;26;113;1953;602;2558;90
FR;2020-05-13;538;361;902;23248;16236;39664;0
FR;2020-05-14;8;5;18;628;839;1500;09
FR;2020-05-14;14;25;42;977;907;1901;19
FR;2020-05-14;54;61;116;3205;1980;5220;29
FR;2020-05-14;63;50;113;3735;2393;6152;39
FR;2020-05-14;65;53;121;3725;2384;6134;49
FR;2020-05-14;74;53;129;3836;2508;6365;59
FR;2020-05-14;35;40;87;2404;2254;4683;69
FR;2020-05-14;39;45;84;1927;1902;3843;79
FR;2020-05-14;97;62;165;2370;1442;3826;89
FR;2020-05-14;102;17;119;1908;575;2508;90
FR;2020-05-14;563;417;1014;25127;17462;42833;0
FR;2020-05-15;9;9;18;898;1072;2074;09
FR;2020-05-15;16;23;41;1168;1145;2342;19
FR;2020-05-15;66;64;134;3449;2426;5931;29
FR;2020-05-15;67;65;136;3851;2804;6723;39
FR;2020-05-15;58;56;117;3959;2789;6783;49
FR;2020-05-15;68;60;131;3957;2904;6885;59
FR;2020-05-15;39;52;91;2851;2591;5456;69
FR;2020-05-15;55;47;106;2246;2243;4514;79
FR;2020-05-15;112;44;162;2628;1605;4260;89
FR;2020-05-15;83;28;117;2040;567;2651;90
FR;2020-05-15;577;450;1061;27185;20237;47858;0
FR;2020-05-16;6;4;10;423;457;889;09
FR;2020-05-16;5;8;13;416;376;802;19
FR;2020-05-16;22;15;37;1079;783;1878;29
FR;2020-05-16;9;17;26;1343;898;2257;39
FR;2020-05-16;22;17;39;1290;899;2202;49
FR;2020-05-16;11;21;32;1252;1057;2319;59
FR;2020-05-16;11;11;22;939;948;1895;69
FR;2020-05-16;15;13;28;776;869;1652;79
FR;2020-05-16;25;22;48;870;678;1554;89
FR;2020-05-16;34;3;37;619;216;840;90
FR;2020-05-16;160;131;292;9008;7185;16293;0
FR;2020-05-17;2;4;6;169;234;407;09
FR;2020-05-17;3;1;4;144;135;281;19
FR;2020-05-17;8;9;17;349;251;604;29
FR;2020-05-17;6;4;10;424;304;732;39
FR;2020-05-17;8;6;14;347;291;648;49
FR;2020-05-17;15;3;18;376;341;721;59
FR;2020-05-17;7;9;16;306;443;751;69
FR;2020-05-17;3;13;16;350;463;815;79
FR;2020-05-17;15;7;22;479;413;893;89
FR;2020-05-17;11;6;17;316;144;461;90
FR;2020-05-17;78;62;140;3261;3019;6314;0
FR;2020-05-18;20;13;35;1004;1154;2191;09
FR;2020-05-18;30;20;50;1250;1203;2466;19
FR;2020-05-18;80;45;126;3677;2445;6158;29
FR;2020-05-18;57;50;110;4335;2846;7227;39
FR;2020-05-18;62;56;118;4160;2895;7103;49
FR;2020-05-18;71;46;117;4182;3038;7256;59
FR;2020-05-18;53;60;113;2938;2731;5703;69
FR;2020-05-18;47;58;105;2372;2426;4814;79
FR;2020-05-18;126;61;187;2888;1787;4707;89
FR;2020-05-18;135;26;161;2302;652;2994;90
FR;2020-05-18;681;436;1123;29114;21188;50646;0
FR;2020-05-19;7;13;21;1030;1309;2380;09
FR;2020-05-19;25;16;42;1325;1242;2602;19
FR;2020-05-19;66;48;114;3911;2817;6770;29
FR;2020-05-19;71;48;121;4543;3125;7716;39
FR;2020-05-19;74;64;138;4412;3027;7477;49
FR;2020-05-19;68;58;126;4485;3131;7647;59
FR;2020-05-19;52;50;104;2931;2625;5606;69
FR;2020-05-19;45;48;93;2317;2342;4693;79
FR;2020-05-19;91;52;143;2832;1708;4561;89
FR;2020-05-19;119;29;148;2128;681;2819;90
FR;2020-05-19;618;426;1052;29918;22015;52294;0
FR;2020-05-20;16;10;27;1207;1316;2606;09
FR;2020-05-20;38;21;59;1362;1456;2859;19
FR;2020-05-20;64;52;117;3880;2719;6651;29
FR;2020-05-20;68;62;131;4431;3028;7492;39
FR;2020-05-20;87;58;147;4352;3037;7442;49
FR;2020-05-20;82;74;156;4343;3091;7485;59
FR;2020-05-20;39;45;84;3095;2720;5855;69
FR;2020-05-20;37;44;81;2402;2334;4769;79
FR;2020-05-20;107;46;153;2710;1731;4461;89
FR;2020-05-20;80;23;104;1893;563;2470;90
FR;2020-05-20;618;435;1060;29685;22009;52118;0
FR;2020-05-21;4;4;8;289;330;620;09
FR;2020-05-21;5;4;9;200;233;438;19
FR;2020-05-21;9;9;18;549;366;919;29
FR;2020-05-21;12;4;16;642;411;1055;39
FR;2020-05-21;12;6;18;583;429;1017;49
FR;2020-05-21;7;10;17;547;506;1055;59
FR;2020-05-21;4;10;14;433;552;989;69
FR;2020-05-21;12;15;27;456;533;993;79
FR;2020-05-21;20;10;30;731;476;1214;89
FR;2020-05-21;17;8;25;542;209;751;90
FR;2020-05-21;102;80;182;4972;4045;9051;0
FR;2020-05-22;11;12;24;1065;1266;2380;09
FR;2020-05-22;18;18;37;1373;1357;2764;19
FR;2020-05-22;52;63;115;3327;2526;5892;29
FR;2020-05-22;45;44;90;3739;2699;6490;39
FR;2020-05-22;60;48;109;3731;2641;6430;49
FR;2020-05-22;56;42;98;3934;3064;7067;59
FR;2020-05-22;30;31;62;3048;2905;6026;69
FR;2020-05-22;45;39;85;2565;2595;5225;79
FR;2020-05-22;68;38;106;2528;1741;4307;89
FR;2020-05-22;71;16;87;1618;537;2165;90
FR;2020-05-22;456;353;815;26930;21344;48765;0
FR;2020-05-23;4;2;6;479;578;1071;09
FR;2020-05-23;16;9;25;561;513;1079;19
FR;2020-05-23;17;8;25;1210;901;2118;29
FR;2020-05-23;17;12;29;1398;969;2373;39
FR;2020-05-23;12;9;21;1244;962;2211;49
FR;2020-05-23;14;19;34;1302;1072;2381;59
FR;2020-05-23;7;14;21;1061;1171;2234;69
FR;2020-05-23;13;16;29;993;1032;2029;79
FR;2020-05-23;21;15;36;1006;759;1770;89
FR;2020-05-23;17;4;22;600;247;849;90
FR;2020-05-23;138;108;248;9858;8205;18124;0
FR;2020-05-24;2;2;4;198;249;453;09
FR;2020-05-24;8;3;11;183;184;372;19
FR;2020-05-24;13;7;20;378;277;657;29
FR;2020-05-24;4;4;8;433;310;746;39
FR;2020-05-24;5;4;9;320;325;648;49
FR;2020-05-24;2;6;8;338;403;742;59
FR;2020-05-24;4;9;13;324;431;761;69
FR;2020-05-24;5;11;16;396;481;878;79
FR;2020-05-24;14;2;16;457;373;832;89
FR;2020-05-24;7;1;8;265;119;385;90
FR;2020-05-24;64;49;113;3294;3153;6477;0
FR;2020-05-25;8;7;16;1030;1260;2355;09
FR;2020-05-25;19;25;45;1382;1484;2914;19
FR;2020-05-25;46;37;83;3281;2609;5924;29
FR;2020-05-25;58;32;91;3712;2777;6527;39
FR;2020-05-25;59;37;96;3710;2674;6422;49
FR;2020-05-25;47;27;74;3847;2962;6854;59
FR;2020-05-25;29;39;69;3081;2960;6091;69
FR;2020-05-25;26;29;55;2554;2646;5250;79
FR;2020-05-25;75;30;105;2689;1757;4481;89
FR;2020-05-25;61;10;71;1722;570;2305;90
FR;2020-05-25;428;273;705;27016;21708;49154;0
FR;2020-05-26;10;8;27;1089;1278;2445;09
FR;2020-05-26;17;28;45;1512;1681;3236;19
FR;2020-05-26;52;45;97;3715;2987;6784;29
FR;2020-05-26;46;34;80;4132;2953;7167;39
FR;2020-05-26;49;55;104;3865;2929;6852;49
FR;2020-05-26;65;34;99;3978;2986;7001;59
FR;2020-05-26;33;32;65;2958;2813;5803;69
FR;2020-05-26;30;21;51;2457;2516;5004;79
FR;2020-05-26;60;32;94;2792;1757;4586;89
FR;2020-05-26;83;15;98;1951;566;2521;90
FR;2020-05-26;445;304;762;28461;22479;51471;0
FR;2020-05-27;7;16;23;950;1231;2241;09
FR;2020-05-27;20;25;45;1334;1445;2804;19
FR;2020-05-27;52;30;84;3091;2464;5581;29
FR;2020-05-27;38;41;79;3440;2543;6014;39
FR;2020-05-27;67;44;111;3354;2619;5998;49
FR;2020-05-27;49;39;89;3432;2700;6164;59
FR;2020-05-27;37;33;70;2608;2348;4983;69
FR;2020-05-27;26;35;61;2106;2129;4259;79
FR;2020-05-27;49;31;80;2360;1430;3817;89
FR;2020-05-27;73;11;84;1418;507;1932;90
FR;2020-05-27;418;305;728;24115;19439;43854;0
FR;2020-05-28;11;9;20;1026;1139;2207;09
FR;2020-05-28;24;28;52;1257;1447;2737;19
FR;2020-05-28;50;50;102;3119;2240;5435;29
FR;2020-05-28;46;41;90;3438;2457;5959;39
FR;2020-05-28;47;45;93;3319;2291;5658;49
FR;2020-05-28;33;31;64;3441;2499;5975;59
FR;2020-05-28;24;28;54;2349;2250;4634;69
FR;2020-05-28;21;17;40;1884;1957;3873;79
FR;2020-05-28;43;21;65;2189;1385;3589;89
FR;2020-05-28;44;6;50;1552;493;2053;90
FR;2020-05-28;344;276;640;23579;18160;42166;0
FR;2020-05-29;10;11;26;1146;1336;2527;09
FR;2020-05-29;14;26;40;1462;1480;2986;19
FR;2020-05-29;41;37;79;3149;2482;5680;29
FR;2020-05-29;39;26;65;3661;2601;6314;39
FR;2020-05-29;31;35;66;3644;2603;6313;49
FR;2020-05-29;50;23;75;3788;2844;6707;59
FR;2020-05-29;29;23;52;2837;2676;5568;69
FR;2020-05-29;23;24;48;2384;2474;4916;79
FR;2020-05-29;37;23;60;2290;1592;3918;89
FR;2020-05-29;36;12;48;1398;437;1844;90
FR;2020-05-29;310;241;579;25768;20544;46828;0
FR;2020-05-30;7;5;12;563;733;1324;09
FR;2020-05-30;6;19;25;609;637;1264;19
FR;2020-05-30;21;56;77;1242;982;2235;29
FR;2020-05-30;24;35;59;1444;1022;2477;39
FR;2020-05-30;18;27;46;1321;1019;2351;49
FR;2020-05-30;17;15;32;1414;1121;2542;59
FR;2020-05-30;12;10;22;1096;1193;2296;69
FR;2020-05-30;9;12;21;984;1151;2145;79
FR;2020-05-30;18;7;25;959;749;1720;89
FR;2020-05-30;18;3;21;515;215;735;90
FR;2020-05-30;150;189;340;10151;8822;19093;0
FR;2020-05-31;3;3;6;266;307;575;09
FR;2020-05-31;4;16;20;217;298;523;19
FR;2020-05-31;15;32;48;462;335;811;29
FR;2020-05-31;12;19;31;458;339;811;39
FR;2020-05-31;8;10;18;407;342;758;49
FR;2020-05-31;5;7;12;427;442;895;59
FR;2020-05-31;7;6;13;371;500;888;69
FR;2020-05-31;6;3;11;411;440;866;79
FR;2020-05-31;3;6;9;679;480;1172;89
FR;2020-05-31;2;1;3;348;176;531;90
FR;2020-05-31;65;103;171;4047;3659;7832;0
FR;2020-06-01;1;2;3;261;299;564;09
FR;2020-06-01;2;8;10;232;287;524;19
FR;2020-06-01;8;30;38;520;493;1022;29
FR;2020-06-01;10;8;18;502;449;964;39
FR;2020-06-01;10;10;20;470;395;872;49
FR;2020-06-01;13;8;21;508;503;1024;59
FR;2020-06-01;1;4;5;455;644;1105;69
FR;2020-06-01;3;9;12;506;664;1175;79
FR;2020-06-01;10;3;13;719;520;1244;89
FR;2020-06-01;11;4;15;391;164;556;90
FR;2020-06-01;69;86;159;4564;4418;9056;0
FR;2020-06-02;19;13;32;993;1161;2188;09
FR;2020-06-02;24;11;36;1473;1361;2881;19
FR;2020-06-02;59;43;102;2974;2478;5491;29
FR;2020-06-02;53;19;72;3321;2587;5955;39
FR;2020-06-02;48;57;105;3315;2509;5882;49
FR;2020-06-02;48;38;86;3526;2865;6464;59
FR;2020-06-02;37;33;70;2885;2989;5935;69
FR;2020-06-02;37;23;61;2441;2556;5065;79
FR;2020-06-02;54;27;81;2509;1538;4093;89
FR;2020-06-02;64;14;79;1499;507;2036;90
FR;2020-06-02;443;279;725;24948;20557;46020;0
FR;2020-06-03;5;8;15;908;1157;2127;09
FR;2020-06-03;18;17;36;1353;1360;2751;19
FR;2020-06-03;54;31;85;2966;2399;5421;29
FR;2020-06-03;59;35;100;3112;2429;5605;39
FR;2020-06-03;50;29;82;3045;2258;5354;49
FR;2020-06-03;42;32;74;3291;2508;5873;59
FR;2020-06-03;27;29;56;2485;2348;4885;69
FR;2020-06-03;25;31;56;2179;2207;4414;79
FR;2020-06-03;55;32;87;2338;1507;3864;89
FR;2020-06-03;45;7;52;1682;512;2201;90
FR;2020-06-03;380;252;661;23365;18692;42575;0
FR;2020-06-04;7;9;23;837;1066;1954;09
FR;2020-06-04;13;9;23;1180;1296;2508;19
FR;2020-06-04;44;31;76;2665;2260;4973;29
FR;2020-06-04;50;58;108;3062;2313;5425;39
FR;2020-06-04;45;41;87;2803;2296;5160;49
FR;2020-06-04;46;42;89;2887;2399;5344;59
FR;2020-06-04;22;31;54;2271;2296;4631;69
FR;2020-06-04;13;17;30;1958;2055;4079;79
FR;2020-06-04;42;20;62;2056;1292;3407;89
FR;2020-06-04;42;16;58;1402;451;1891;90
FR;2020-06-04;324;277;615;21128;17737;39406;0
FR;2020-06-05;7;10;17;952;1197;2198;09
FR;2020-06-05;16;31;47;1411;1484;2950;19
FR;2020-06-05;30;37;70;2862;2349;5292;29
FR;2020-06-05;38;42;82;3247;2447;5761;39
FR;2020-06-05;40;29;69;3145;2391;5594;49
FR;2020-06-05;37;27;66;3337;2725;6129;59
FR;2020-06-05;30;28;59;2792;2781;5639;69
FR;2020-06-05;25;20;46;2488;2534;5092;79
FR;2020-06-05;35;21;56;2205;1622;3857;89
FR;2020-06-05;28;9;37;1286;479;1771;90
FR;2020-06-05;286;254;551;23736;20015;44307;0
FR;2020-06-06;3;9;12;470;519;999;09
FR;2020-06-06;9;6;15;656;665;1345;19
FR;2020-06-06;17;20;37;1120;897;2042;29
FR;2020-06-06;23;19;42;1279;933;2221;39
FR;2020-06-06;18;21;39;1216;1046;2276;49
FR;2020-06-06;14;16;30;1252;1163;2428;59
FR;2020-06-06;11;13;25;1218;1285;2518;69
FR;2020-06-06;12;12;24;1062;1128;2201;79
FR;2020-06-06;14;8;22;1017;778;1804;89
FR;2020-06-06;11;2;13;497;191;688;90
FR;2020-06-06;132;128;262;9790;8609;18531;0
FR;2020-06-07;1;2;4;192;250;445;09
FR;2020-06-07;2;2;4;177;190;369;19
FR;2020-06-07;7;3;10;362;265;628;29
FR;2020-06-07;3;6;9;399;263;664;39
FR;2020-06-07;10;5;16;328;326;656;49
FR;2020-06-07;7;5;12;372;420;800;59
FR;2020-06-07;4;8;12;377;502;883;69
FR;2020-06-07;2;4;6;465;504;971;79
FR;2020-06-07;6;8;14;527;392;923;89
FR;2020-06-07;9;3;12;293;135;429;90
FR;2020-06-07;51;46;99;3494;3248;6771;0
FR;2020-06-08;14;9;23;908;1047;1991;09
FR;2020-06-08;18;15;35;1345;1252;2640;19
FR;2020-06-08;40;39;82;2757;2132;4934;29
FR;2020-06-08;44;38;83;3109;2249;5397;39
FR;2020-06-08;47;33;83;3053;2245;5353;49
FR;2020-06-08;41;25;66;3098;2635;5784;59
FR;2020-06-08;22;29;52;2609;2906;5560;69
FR;2020-06-08;19;15;34;2440;2531;5008;79
FR;2020-06-08;27;19;46;2178;1527;3727;89
FR;2020-06-08;27;11;40;1243;426;1685;90
FR;2020-06-08;299;233;544;22755;18957;42110;0
FR;2020-06-09;10;14;29;912;1031;2039;09
FR;2020-06-09;22;16;42;1217;1279;2678;19
FR;2020-06-09;29;45;79;2645;2141;5062;29
FR;2020-06-09;42;34;81;2781;2243;5276;39
FR;2020-06-09;46;39;90;2818;2269;5344;49
FR;2020-06-09;29;38;72;2830;2593;5685;59
FR;2020-06-09;24;19;46;2474;2483;5193;69
FR;2020-06-09;13;19;33;2118;2208;4500;79
FR;2020-06-09;27;8;37;1976;1355;3457;89
FR;2020-06-09;31;8;39;1087;403;1557;90
FR;2020-06-09;273;240;548;20866;18014;40811;0
FR;2020-06-10;7;12;22;692;869;1859;09
FR;2020-06-10;14;17;35;1044;1033;2602;19
FR;2020-06-10;33;40;85;2226;1742;4751;29
FR;2020-06-10;37;33;79;2410;1815;5081;39
FR;2020-06-10;25;22;59;2200;1921;4915;49
FR;2020-06-10;31;29;73;2337;2027;5230;59
FR;2020-06-10;21;22;48;1972;2113;4792;69
FR;2020-06-10;27;21;51;1703;1858;4110;79
FR;2020-06-10;24;21;53;1730;1137;3185;89
FR;2020-06-10;15;6;26;1067;368;1552;90
FR;2020-06-10;234;223;531;17383;14891;38104;0
FR;2020-06-11;11;19;34;715;782;1791;09
FR;2020-06-11;13;13;41;946;954;2350;19
FR;2020-06-11;40;33;84;2053;1627;4488;29
FR;2020-06-11;55;38;104;2401;1758;5050;39
FR;2020-06-11;29;35;76;2194;1824;4974;49
FR;2020-06-11;37;33;77;2231;1813;4994;59
FR;2020-06-11;13;23;44;1789;1788;4392;69
FR;2020-06-11;15;19;36;1534;1616;3711;79
FR;2020-06-11;14;12;33;1549;1132;3081;89
FR;2020-06-11;16;2;22;854;353;1354;90
FR;2020-06-11;243;227;551;16271;13651;36208;0
FR;2020-06-12;11;19;41;789;889;2074;09
FR;2020-06-12;21;22;52;1166;1181;2876;19
FR;2020-06-12;43;34;91;2116;1757;4851;29
FR;2020-06-12;36;39;79;2426;1901;5340;39
FR;2020-06-12;43;33;83;2325;1817;5163;49
FR;2020-06-12;21;37;69;2463;2119;5656;59
FR;2020-06-12;22;24;50;2195;2220;5392;69
FR;2020-06-12;14;22;40;2047;2089;4938;79
FR;2020-06-12;24;4;33;1937;1211;3593;89
FR;2020-06-12;22;2;24;1001;338;1489;90
FR;2020-06-12;257;236;563;18468;15527;41384;0
FR;2020-06-13;5;5;11;384;431;955;09
FR;2020-06-13;7;7;15;500;498;1239;19
FR;2020-06-13;17;14;34;919;651;1903;29
FR;2020-06-13;18;9;30;1038;731;2153;39
FR;2020-06-13;10;15;27;945;756;2095;49
FR;2020-06-13;9;10;20;1023;868;2347;59
FR;2020-06-13;6;10;17;930;999;2320;69
FR;2020-06-13;5;6;12;929;996;2267;79
FR;2020-06-13;6;6;15;831;668;1714;89
FR;2020-06-13;4;1;6;496;191;761;90
FR;2020-06-13;87;83;187;7996;6789;17758;0
FR;2020-06-14;0;4;5;157;188;366;09
FR;2020-06-14;2;0;2;133;133;288;19
FR;2020-06-14;6;2;9;310;189;519;29
FR;2020-06-14;10;4;15;368;203;593;39
FR;2020-06-14;4;5;9;265;270;559;49
FR;2020-06-14;4;5;11;306;338;677;59
FR;2020-06-14;2;9;12;342;442;808;69
FR;2020-06-14;5;2;8;383;450;860;79
FR;2020-06-14;6;4;10;426;339;787;89
FR;2020-06-14;3;2;5;264;98;377;90
FR;2020-06-14;42;37;86;2954;2651;5835;0
FR;2020-06-15;17;16;33;747;868;1995;09
FR;2020-06-15;19;19;47;1093;1059;2702;19
FR;2020-06-15;28;29;66;2083;1594;4472;29
FR;2020-06-15;41;38;89;2347;1799;5016;39
FR;2020-06-15;23;31;67;2267;1814;4989;49
FR;2020-06-15;26;16;50;2341;2064;5433;59
FR;2020-06-15;22;10;44;2295;2385;5632;69
FR;2020-06-15;11;16;32;2087;2194;5028;79
FR;2020-06-15;24;14;41;1821;1381;3671;89
FR;2020-06-15;11;5;18;923;362;1422;90
FR;2020-06-15;222;194;487;18007;15529;40387;0
FR;2020-06-16;11;6;23;753;869;1959;09
FR;2020-06-16;19;14;38;1106;1053;2661;19
FR;2020-06-16;42;22;75;2129;1624;4506;29
FR;2020-06-16;47;35;93;2399;1739;4950;39
FR;2020-06-16;29;27;70;2272;1768;4957;49
FR;2020-06-16;23;26;58;2360;2007;5244;59
FR;2020-06-16;20;15;41;2261;2123;5247;69
FR;2020-06-16;20;23;47;1972;1939;4635;79
FR;2020-06-16;21;11;36;1844;1254;3580;89
FR;2020-06-16;14;4;21;1000;396;1647;90
FR;2020-06-16;246;183;508;18097;14777;39405;0
FR;2020-06-17;24;14;49;765;879;1966;09
FR;2020-06-17;30;28;59;1148;1108;2719;19
FR;2020-06-17;40;51;110;2103;1742;4575;29
FR;2020-06-17;56;57;125;2278;1831;4914;39
FR;2020-06-17;61;45;119;2157;1684;4535;49
FR;2020-06-17;46;31;81;2252;1915;4950;59
FR;2020-06-17;29;25;56;1994;1909;4590;69
FR;2020-06-17;26;16;49;1777;1771;4198;79
FR;2020-06-17;19;18;45;1655;1207;3263;89
FR;2020-06-17;19;6;25;942;347;1420;90
FR;2020-06-17;350;291;720;17076;14399;37149;0
FR;2020-06-18;19;10;43;768;856;1916;09
FR;2020-06-18;28;23;67;1019;1015;2472;19
FR;2020-06-18;41;31;84;1973;1592;4298;29
FR;2020-06-18;64;38;114;2298;1676;4785;39
FR;2020-06-18;38;44;93;2051;1603;4488;49
FR;2020-06-18;22;31;62;2098;1717;4657;59
FR;2020-06-18;20;25;49;1774;1747;4257;69
FR;2020-06-18;14;13;31;1552;1526;3724;79
FR;2020-06-18;16;11;30;1542;1028;3062;89
FR;2020-06-18;4;1;6;881;319;1472;90
FR;2020-06-18;266;227;580;15962;13087;35164;0
FR;2020-06-19;17;25;45;886;1024;2238;09
FR;2020-06-19;23;31;61;1304;1290;3056;19
FR;2020-06-19;52;36;99;2301;1780;4749;29
FR;2020-06-19;45;57;117;2644;2035;5389;39
FR;2020-06-19;43;44;98;2570;2027;5368;49
FR;2020-06-19;39;28;75;2578;2283;5700;59
FR;2020-06-19;25;33;60;2526;2442;5782;69
FR;2020-06-19;15;14;33;2201;2245;5172;79
FR;2020-06-19;15;12;29;1859;1324;3567;89
FR;2020-06-19;12;4;17;896;366;1429;90
FR;2020-06-19;287;284;635;19775;16823;42469;0
FR;2020-06-20;7;12;22;467;541;1103;09
FR;2020-06-20;15;12;28;672;671;1487;19
FR;2020-06-20;21;24;48;1119;763;2021;29
FR;2020-06-20;25;23;48;1303;949;2425;39
FR;2020-06-20;20;18;42;1281;1038;2494;49
FR;2020-06-20;17;20;39;1269;1214;2684;59
FR;2020-06-20;6;12;19;1307;1218;2700;69
FR;2020-06-20;5;12;18;1233;1253;2670;79
FR;2020-06-20;6;9;15;970;740;1795;89
FR;2020-06-20;11;1;12;461;176;650;90
FR;2020-06-20;133;143;291;10083;8563;20032;0
FR;2020-06-21;0;2;2;153;166;319;09
FR;2020-06-21;2;3;5;149;158;307;19
FR;2020-06-21;7;4;12;259;238;500;29
FR;2020-06-21;5;5;10;348;238;588;39
FR;2020-06-21;3;5;8;261;282;545;49
FR;2020-06-21;9;7;16;296;320;619;59
FR;2020-06-21;5;4;9;350;429;779;69
FR;2020-06-21;3;7;10;383;424;807;79
FR;2020-06-21;1;3;4;465;344;812;89
FR;2020-06-21;1;1;2;259;119;378;90
FR;2020-06-21;36;41;78;2924;2718;5655;0
FR;2020-06-22;16;16;33;1111;1259;2410;09
FR;2020-06-22;32;26;59;1686;1615;3321;19
FR;2020-06-22;37;60;98;2884;2279;5174;29
FR;2020-06-22;51;48;99;3153;2404;5570;39
FR;2020-06-22;37;46;83;3044;2387;5441;49
FR;2020-06-22;36;35;72;3260;2644;5913;59
FR;2020-06-22;22;27;49;2881;2937;5823;69
FR;2020-06-22;17;17;34;2511;2645;5164;79
FR;2020-06-22;22;8;30;2065;1528;3595;89
FR;2020-06-22;12;3;15;1106;395;1501;90
FR;2020-06-22;282;286;572;23707;20094;43924;0
FR;2020-06-23;17;17;35;1235;1426;2709;09
FR;2020-06-23;45;34;80;1767;1742;3535;19
FR;2020-06-23;50;64;118;3026;2425;5465;29
FR;2020-06-23;55;58;116;3424;2485;5918;39
FR;2020-06-23;54;43;98;3234;2462;5707;49
FR;2020-06-23;45;43;88;3118;2608;5738;59
FR;2020-06-23;23;22;45;2716;2679;5399;69
FR;2020-06-23;10;17;27;2267;2416;4686;79
FR;2020-06-23;18;17;35;2149;1544;3695;89
FR;2020-06-23;13;3;16;1253;420;1673;90
FR;2020-06-23;331;319;660;24192;20217;44551;0
FR;2020-06-24;20;21;42;1261;1451;2767;09
FR;2020-06-24;35;25;61;1845;1836;3725;19
FR;2020-06-24;73;59;132;3006;2227;5242;29
FR;2020-06-24;73;60;135;3327;2514;5855;39
FR;2020-06-24;52;55;107;2909;2454;5375;49
FR;2020-06-24;31;44;75;2988;2483;5476;59
FR;2020-06-24;23;23;47;2578;2459;5044;69
FR;2020-06-24;10;17;27;2044;2110;4156;79
FR;2020-06-24;16;13;29;1868;1218;3089;89
FR;2020-06-24;11;3;14;1067;397;1465;90
FR;2020-06-24;344;321;670;22898;19156;42209;0
FR;2020-06-25;15;14;30;1224;1369;2636;09
FR;2020-06-25;28;19;48;1531;1579;3130;19
FR;2020-06-25;41;39;80;2481;2009;4495;29
FR;2020-06-25;57;57;114;2788;2210;5007;39
FR;2020-06-25;37;40;77;2456;2120;4583;49
FR;2020-06-25;36;28;65;2445;2154;4607;59
FR;2020-06-25;19;14;34;2095;2098;4201;69
FR;2020-06-25;18;11;29;1852;1871;3727;79
FR;2020-06-25;13;10;23;1610;1175;2788;89
FR;2020-06-25;7;3;10;974;327;1301;90
FR;2020-06-25;271;235;510;19463;16916;36491;0
FR;2020-06-26;12;15;28;1928;2063;4071;09
FR;2020-06-26;32;29;61;1945;2037;4018;19
FR;2020-06-26;63;51;116;3060;2344;5417;29
FR;2020-06-26;58;37;95;3485;2645;6136;39
FR;2020-06-26;37;51;88;3157;2629;5792;49
FR;2020-06-26;32;33;66;3127;2750;5887;59
FR;2020-06-26;24;22;46;2913;2855;5773;69
FR;2020-06-26;18;26;44;2513;2544;5062;79
FR;2020-06-26;11;7;18;2081;1513;3598;89
FR;2020-06-26;8;4;12;1105;374;1480;90
FR;2020-06-26;296;275;575;25321;21760;47250;0
FR;2020-06-27;13;13;29;917;1064;2015;09
FR;2020-06-27;15;14;31;986;945;1949;19
FR;2020-06-27;32;27;60;1406;1045;2457;29
FR;2020-06-27;34;24;58;1492;1153;2647;39
FR;2020-06-27;25;22;48;1419;1215;2641;49
FR;2020-06-27;19;21;40;1483;1268;2752;59
FR;2020-06-27;17;18;35;1407;1482;2890;69
FR;2020-06-27;5;14;19;1307;1350;2660;79
FR;2020-06-27;4;6;10;1130;824;1956;89
FR;2020-06-27;7;1;8;555;195;750;90
FR;2020-06-27;171;160;338;12104;10545;22723;0
FR;2020-06-28;4;8;13;306;367;677;09
FR;2020-06-28;13;13;29;245;271;526;19
FR;2020-06-28;19;18;40;405;304;715;29
FR;2020-06-28;16;12;30;464;340;808;39
FR;2020-06-28;15;11;28;381;352;741;49
FR;2020-06-28;10;18;29;392;406;803;59
FR;2020-06-28;7;6;14;391;429;821;69
FR;2020-06-28;4;9;13;381;505;887;79
FR;2020-06-28;8;2;10;484;408;894;89
FR;2020-06-28;5;4;9;286;134;420;90
FR;2020-06-28;101;101;215;3737;3516;7295;0
FR;2020-06-29;23;28;51;2615;2908;5601;09
FR;2020-06-29;34;26;60;2602;2627;5277;19
FR;2020-06-29;60;54;116;3507;2803;6318;29
FR;2020-06-29;58;64;122;4125;3262;7404;39
FR;2020-06-29;52;51;103;3576;3194;6778;49
FR;2020-06-29;32;53;87;3467;3169;6639;59
FR;2020-06-29;34;33;67;3197;3316;6519;69
FR;2020-06-29;13;22;35;2749;2861;5613;79
FR;2020-06-29;14;4;18;2477;1665;4142;89
FR;2020-06-29;10;2;12;1390;507;1899;90
FR;2020-06-29;330;337;672;29707;26319;56209;0
FR;2020-06-30;15;25;44;2632;2910;5628;09
FR;2020-06-30;30;33;65;2558;2619;5218;19
FR;2020-06-30;60;53;114;3679;2701;6393;29
FR;2020-06-30;76;69;148;4375;3091;7479;39
